"","Release_number","interview_id","State","Family_comp_change","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","family_identifier","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu","hd_adj_income"
"113",6,7248,4,0,2001,49,2,0,0,0,14,2,1,283,609,0,5,3,0,0,0,0,10,10000,0,4,210,5,0,0,0,0,0,0,0,0,1,1,1,4,8,2,16,0,6423.49304295974
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",6,260,4,0,2001,37,1,34,2,13,14,1,1,455,407,0,5,1,0,0,0,20,20,62000,0,2,210,0,3,160,5,1,1,5,0,0,1,1,1,0,0,1,12,12,39825.6568663504
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",6,190,4,0,2001,39,1,44,2,6,14,1,1,144,857,0,5,1,0,0,0,20,8,49000,18000,1,180,0,1,125,4,1,1,1,2,99,1,1,1,5,99,1,17,14,31475.1159105027
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",6,416,4,0,2001,63,2,0,0,0,16,4,4,0,0,0,0,3,0,0,0,0,12,0,0,3,200,1,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0,0
"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",6,848,27,1,2001,43,1,39,1,17,16,1,1,310,809,0,5,1,321,448,5,10,1,13100,11000,5,340,11,4,200,5,1,3,5,0,8,1,1,5,0,8,1,12,10,8414.77588627726
"127",6,770,4,0,2001,42,1,34,2,2,16,1,1,911,809,44,5,1,245,779,5,15,2,35000,30000,1,170,2,3,140,2,1,1,5,0,1,5,1,5,0,1,1,12,12,22482.2256503591
"128",6,3195,33,6,2001,27,1,21,1,1,16,1,7,0,0,0,0,1,0,0,0,12,2,1000,0,3,180,0,3,146,6,1,1,1,1,8,1,1,1,2,8,8,14,13,642.349304295974
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",6,1062,4,0,2001,90,2,0,0,0,17,3,4,0,0,0,0,3,0,0,0,0,1,0,0,4,130,3,0,0,0,0,0,0,0,0,7,1,5,0,1,2,12,0,0
"133",6,1977,4,0,2001,79,2,0,0,0,18,3,4,0,0,0,0,3,0,0,0,0,21,0,0,3,180,5,0,0,0,0,0,0,0,0,1,1,5,0,0,2,12,0,0
"134",6,3258,27,2,2001,44,1,0,0,0,18,4,1,715,417,70,5,2,0,0,0,0,1,43000,0,2,190,0,0,0,0,0,0,0,0,0,1,1,1,0,8,3,12,0,27621.0200847269
"135",6,2799,4,1,2001,47,1,47,1,1,18,1,1,245,67,0,5,1,100,838,5,14,7,0,36000,1,196,0,1,120,8,1,1,5,0,8,1,1,5,0,8,1,12,12,0
"136",6,2335,4,0,2001,48,1,0,0,0,18,4,3,0,0,0,0,2,0,0,0,0,3,37000,0,2,220,11,0,0,0,0,0,0,0,0,1,1,5,0,0,2,12,0,23766.924258951
"137",6,3310,4,1,2001,54,1,53,3,6,18,1,1,245,927,0,5,1,0,0,0,60,20,46300,0,2,200,8,4,150,6,1,1,5,0,8,1,1,1,1,8,1,13,12,29740.7727889036
"138",6,4920,4,1,2001,28,1,32,1,1,18,1,1,801,17,60,5,1,0,0,0,30,5,60000,9999998,1,175,7,1,120,7,1,1,1,5,1,1,1,1,2,8,1,14,17,38540.9582577585
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",6,3313,27,1,2001,27,1,26,3,1,18,1,1,706,537,40,5,1,0,0,0,20,5,22000,0,1,165,8,1,150,9,1,1,1,1,1,1,1,5,0,8,1,12,13,14131.6846945114
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",6,5798,27,5,2001,20,2,0,0,0,18,2,5,0,0,0,0,3,0,0,0,0,5,4000,0,4,135,7,0,0,0,0,0,0,0,0,1,1,5,0,8,8,12,0,2569.3972171839
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",6,2802,37,0,2001,29,1,28,3,3,18,1,1,962,927,0,5,1,0,0,0,30,5,33000,0,1,200,0,1,135,7,1,1,5,0,0,1,1,5,0,0,1,12,12,21197.5270417671
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",6,2801,4,1,2001,36,1,46,2,6,18,1,1,5,739,0,5,1,0,0,0,10,0,125000,1500,3,210,10,2,145,4,1,1,5,0,8,1,9,1,4,8,1,16,12,80293.6630369968
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",6,941,4,3,2001,68,2,0,0,0,19,3,1,224,907,0,5,3,0,0,0,0,21,40500,0,3,150,3,0,0,0,0,0,0,0,0,1,1,1,1,8,4,13,0,26015.146823987
"157",6,581,4,0,2001,49,1,0,0,0,19,2,2,424,107,0,1,2,0,0,0,0,998,16000,0,1,300,6,0,0,0,0,0,0,0,0,1,1,5,0,0,2,12,0,10277.5888687356
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",6,1470,9,0,2001,68,2,0,0,0,22,4,4,0,0,0,0,3,0,0,0,0,20,0,0,2,180,1,0,0,0,0,0,0,0,0,2,1,5,0,8,2,12,0,0
"165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",6,6769,9,1,2001,36,1,28,2,1,22,1,1,652,607,999,1,1,75,838,5,10,8,19000,36000,1,185,6,1,190,5,2,1,1,2,8,2,1,5,0,8,1,12,14,12204.6367816235
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",6,6376,9,0,2001,36,2,0,1,11,22,4,1,13,717,0,5,3,0,0,0,0,5,33000,0,2,170,3,0,0,0,0,0,0,0,0,2,1,1,2,8,2,14,0,21197.5270417671
"169",6,6375,9,0,2001,39,1,44,1,12,22,1,1,334,467,0,5,1,382,857,5,14,2,18000,14000,2,205,0,2,215,6,2,1,5,0,8,2,2,1,1,8,1,13,12,11562.2874773275
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",6,161,4,0,2001,50,2,0,0,0,23,4,1,212,839,45,5,3,0,0,0,0,1,85600,0,2,182,4,0,0,0,0,0,0,0,0,1,1,1,5,0,2,17,0,54985.1004477354
"174",6,1358,4,0,2001,31,2,0,0,0,23,2,1,205,527,0,5,3,0,0,0,0,2,59000,0,2,118,4,0,0,0,0,0,0,0,0,1,1,1,2,8,2,14,0,37898.6089534625
"175",6,6289,4,0,2001,30,1,0,0,0,23,2,1,245,869,40,5,2,0,0,0,0,7,10000,0,1,150,10,0,0,0,0,0,0,0,0,1,1,5,0,0,2,12,0,6423.49304295974
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",6,40,32,0,2001,81,2,0,0,0,33,3,6,0,0,0,0,3,0,0,0,0,15,1040,0,4,127,8,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0,668.043276467813
"182",6,764,4,0,2001,74,2,0,0,0,36,4,4,0,0,0,0,3,0,0,0,0,3,0,0,3,166,1,0,0,0,0,0,0,0,0,2,3,5,0,8,2,11,0,0
"183",6,545,15,0,2001,54,1,54,0,0,37,1,4,0,0,0,0,1,395,717,5,10,8,4050,41300,4,160,10,2,125,3,1,1,1,4,8,1,1,1,4,8,1,16,16,2601.5146823987
"184",6,167,24,0,2001,55,1,54,0,0,38,1,1,233,867,0,5,1,75,848,5,6,1,41500,38000,1,262,2,2,170,8,1,1,1,4,8,1,1,1,4,8,1,16,16,26657.4961282829
"185",6,1642,24,0,2001,56,1,53,0,0,39,1,1,441,118,40,5,1,690,109,5,20,2,0,9999999,2,210,11,2,120,2,1,1,1,4,8,1,1,1,5,8,1,17,16,0
"186",6,3820,14,0,2001,34,2,0,0,0,39,4,1,492,358,0,5,3,0,0,0,0,10,51000,0,2,115,4,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0,32759.8145190947
"187",6,2120,24,1,2001,30,1,29,2,1,39,1,1,964,927,0,5,1,690,358,5,28,7,36000,7500,1,190,0,2,140,2,1,1,1,3,8,1,1,1,3,8,1,15,15,23124.5749546551
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",6,2436,15,0,2001,29,1,0,0,0,39,2,1,245,738,0,5,2,0,0,0,0,0,250000,0,1,155,7,0,0,0,0,0,0,0,0,4,1,1,3,99,2,15,0,160587.326073994
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",6,2297,24,4,2001,35,1,31,1,1,39,1,1,245,657,0,5,1,100,878,5,3,2,0,19000,2,135,7,3,100,0,4,1,1,3,8,4,1,1,4,8,5,16,15,0
"193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",6,82,14,0,2001,68,1,67,0,0,40,1,4,0,0,0,0,1,0,0,0,12,5,5000,0,4,200,7,2,135,3,1,1,5,0,1,1,9,5,0,1,1,99,12,3211.74652147987
"195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",6,7181,14,0,2001,41,1,40,1,15,40,1,1,780,407,0,5,1,372,838,5,18,3,43000,23000,2,198,9,3,180,2,1,1,5,0,8,1,1,5,0,8,1,12,12,27621.0200847269
"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",6,6930,45,1,2001,39,2,0,1,6,40,5,1,245,917,0,5,3,0,0,0,0,10,65000,0,4,185,8,0,0,0,0,0,0,0,0,1,1,1,0,1,2,12,0,41752.7047792383
"199",6,3790,14,3,2001,29,2,0,3,5,40,4,1,231,609,0,5,3,0,0,0,0,7,20000,0,2,215,7,0,0,0,0,0,0,0,0,1,1,1,2,1,3,14,0,12846.9860859195
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",6,7183,14,5,2001,20,2,0,3,1,40,2,7,0,0,0,0,3,0,0,0,0,20,0,0,3,198,0,0,0,0,0,0,0,0,0,1,3,5,0,8,8,8,0,0
"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",6,6968,14,2,2001,31,1,0,1,12,40,4,1,441,639,0,5,2,0,0,0,0,6,60000,0,1,260,0,0,0,0,0,0,0,0,0,1,1,1,1,8,6,13,0,38540.9582577585
"209",6,83,14,0,2001,28,1,39,0,0,40,2,1,785,398,0,5,1,245,628,5,5,15,8000,13000,2,250,9,2,140,8,1,2,5,0,8,1,1,5,0,1,1,12,5,5138.79443436779
"210",6,5975,14,9,2001,64,2,0,1,15,40,4,4,0,0,0,0,3,0,0,0,0,20,45000,0,2,170,5,0,0,0,0,0,0,0,0,1,9,1,0,8,8,99,0,28905.7186933188
"211",6,6959,14,6,2001,24,1,21,0,0,40,1,1,283,637,40,5,1,942,857,5,20,3,32000,8000,1,155,8,3,150,6,1,1,1,3,8,1,1,5,0,8,8,12,15,20555.1777374712
"212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",6,293,34,0,2001,63,2,0,0,0,41,4,5,0,0,0,0,3,0,0,0,0,14,0,0,5,303,2,0,0,0,0,0,0,0,0,1,3,5,0,0,2,8,0,0
"218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",6,4528,34,0,2001,45,1,42,0,0,41,1,1,473,757,0,5,1,703,408,5,10,2,54000,20000,3,315,7,3,250,5,1,1,5,0,97,1,3,5,0,97,1,11,12,34686.8624319826
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",6,3184,34,3,2001,38,2,0,1,17,41,5,6,0,0,0,0,3,0,0,0,0,12,0,0,5,300,4,0,0,0,0,0,0,0,0,1,3,5,0,8,3,10,0,0
"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
