"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,3,7517,41,0,4,2013,59,2,0,0,0,4,1,1,401,868,0,5,3,0,0,0,0,5,30000,0,3,130,3,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,2
"5",5,3,8684,41,0,4,2013,55,2,0,0,0,4,2,6,0,0,0,5,3,0,0,0,0,10,0,0,4,160,2,0,0,0,0,0,0,0,0,1,2,5,0,8,11,0,2
"6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,3,8434,15,8,4,2013,37,1,0,0,0,2,3,1,620,77,0,5,2,0,0,0,0,8,0,0,2,176,6,0,0,0,0,0,0,0,0,1,2,5,0,8,10,0,8
"11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,3,8569,41,0,4,2013,25,2,0,0,0,2,4,3,461,929,0,1,3,0,0,0,0,14,1500,0,3,155,8,0,0,0,0,0,0,0,0,1,1,1,0,8,12,0,2
"14",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,3,2176,41,3,4,2013,28,2,0,2,4,5,1,1,500,707,0,5,3,0,0,0,0,10,22000,0,2,130,7,0,0,0,0,0,0,0,0,1,2,5,0,0,9,0,3
"20",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,3,7300,41,0,4,2013,41,1,39,1,17,1,2,3,425,777,0,5,1,0,0,5,40,10,36400,0,2,195,7,3,185,3,1,1,5,0,8,1,3,5,0,8,9,12,1
"26",26,3,8687,41,0,4,2013,36,1,0,1,10,4,2,1,620,77,0,5,2,0,0,0,0,8,40000,0,3,240,3,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,2
"27",27,3,8329,41,8,4,2013,37,1,34,2,4,1,3,1,31,868,0,5,1,401,868,5,6,2,44000,26000,3,200,10,4,135,7,1,1,1,0,8,1,1,1,1,8,13,12,8
"28",28,3,5963,41,4,4,2013,21,1,21,0,0,1,1,1,472,538,0,1,1,472,868,1,21,2,5856,138,2,165,6,3,230,6,1,1,5,0,0,1,1,5,0,0,12,12,5
"29",29,3,8698,41,1,4,2013,32,1,23,2,2,1,3,1,795,349,0,5,1,0,0,5,28,14,23000,0,3,170,9,3,150,3,1,1,1,0,0,1,3,5,0,0,11,12,1
"30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,3,4618,41,0,5,2013,67,2,0,0,0,3,3,4,0,0,0,5,3,0,0,0,0,21,0,0,4,185,1,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,2
"35",35,3,7139,41,0,5,2013,51,1,48,0,0,1,2,1,470,538,0,5,1,0,0,5,5,4,32433,0,3,182,0,4,165,11,1,1,1,1,8,1,1,5,0,8,12,13,1
"36",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,3,6170,41,1,5,2013,46,1,41,1,17,4,2,1,562,538,0,5,1,470,497,5,20,15,31200,13000,1,271,3,3,231,3,1,1,5,0,1,1,3,5,0,8,10,12,1
"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,3,8024,41,1,5,2013,28,2,0,1,4,4,3,1,341,507,0,5,3,0,0,0,0,3,32700,0,3,132,7,0,0,0,0,0,0,0,0,1,1,1,0,8,12,0,5
"45",45,3,5048,12,1,5,2013,40,1,28,2,1,1,2,1,43,108,0,5,1,0,0,5,20,1,327250,0,3,220,2,3,130,10,1,1,1,2,0,1,0,0,0,0,17,14,1
"46",46,3,1528,41,1,5,2013,57,1,47,0,0,3,2,1,913,779,0,5,1,0,0,5,25,2,26000,0,2,183,1,4,395,7,1,1,5,0,8,1,3,5,0,8,10,12,1
"47",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,3,3461,12,0,6,2013,91,2,0,0,0,3,8,4,0,0,0,5,3,0,0,0,0,998,0,0,4,180,0,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"51",51,3,1195,24,0,6,2013,58,1,57,0,0,1,1,1,325,219,0,5,1,492,707,5,10,5,145000,250,1,220,3,2,160,4,1,1,1,4,8,1,1,1,5,8,17,16,1
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,3,3571,24,0,6,2013,38,1,38,2,4,1,2,1,980,968,0,5,1,313,819,5,10,5,110000,24000,1,200,1,1,115,1,1,1,1,4,1,1,1,1,4,0,16,16,1
"54",54,3,8860,32,1,6,2013,33,1,31,2,1,1,2,1,980,968,0,5,1,142,729,5,10,5,105000,15000,1,210,1,1,165,10,1,1,1,4,1,1,1,1,5,8,17,16,1
"55",55,3,9021,24,2,6,2013,31,1,32,0,0,1,1,1,980,968,0,5,1,0,0,5,14,7,95000,0,9,999,0,9,999,0,9,0,0,0,99,1,1,1,4,8,16,99,5
"56",56,3,3221,26,0,6,2013,28,1,0,0,0,2,2,1,325,748,0,5,2,0,0,0,0,1,0,0,1,190,3,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,2
"57",57,3,2662,12,0,6,2013,68,1,64,0,0,1,3,4,624,477,0,5,1,883,507,5,3,6,24200,22000,4,220,10,3,185,6,1,1,1,1,8,1,3,5,0,0,11,13,1
"58",58,3,1612,12,0,6,2013,39,1,40,3,6,1,2,1,12,229,0,5,1,313,819,5,20,5,86428,71068,2,180,10,2,130,6,1,1,1,4,0,1,1,1,4,0,16,16,1
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,3,6441,34,2,7,2013,59,1,0,0,0,5,5,5,0,0,0,5,2,0,0,0,0,5,0,0,5,224,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,3
"62",62,3,2820,34,1,7,2013,57,2,0,0,0,4,2,1,402,827,0,5,3,0,0,0,0,18,30000,0,3,160,11,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2
"63",63,3,4526,34,1,7,2013,55,1,32,3,3,4,2,6,0,0,0,5,1,912,618,5,30,10,0,17000,4,200,11,1,170,4,1,1,5,0,8,1,3,5,0,8,11,12,1
"64",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,3,3305,34,1,7,2013,39,1,39,2,2,1,2,1,913,617,0,5,1,0,0,1,4,4,6000,0,3,300,9,3,260,0,1,1,5,0,0,1,3,5,0,0,11,12,1
"66",66,3,6774,34,0,7,2013,38,1,46,0,0,4,1,1,951,77,0,5,1,0,0,5,8,0,24000,0,4,200,9,4,120,5,1,1,5,0,99,1,3,5,0,0,11,12,1
"67",67,3,6118,34,0,7,2013,38,2,0,0,0,4,3,1,461,837,0,1,3,0,0,0,0,12,13485,0,3,175,5,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"68",68,3,4775,34,1,7,2013,36,1,34,0,0,1,2,1,720,469,0,5,1,0,0,5,15,7,32000,0,4,172,5,4,209,4,1,2,1,2,0,1,3,5,0,0,10,14,1
"69",69,3,5796,34,3,7,2013,32,2,0,5,4,5,3,6,460,847,0,5,3,0,0,0,0,12,50,0,3,220,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,3
"70",70,3,5855,34,0,7,2013,32,1,29,3,3,1,1,1,914,619,0,5,1,472,868,1,50,5,7200,28,3,240,9,4,170,4,1,3,5,0,0,1,3,5,0,0,11,11,1
"71",71,3,5991,34,0,7,2013,29,1,28,1,7,1,1,3,485,428,0,1,1,0,0,1,10,10,11000,0,4,135,3,3,135,11,1,1,5,0,0,1,1,5,0,8,12,12,1
"72",72,3,6276,34,2,7,2013,25,1,42,3,10,2,2,1,734,867,0,5,1,423,827,5,30,20,9999998,9999998,3,150,10,3,160,4,1,1,9,0,98,1,1,5,0,0,12,99,5
"73",73,3,6202,34,5,7,2013,21,1,22,0,0,2,2,1,721,617,0,5,1,411,868,5,28,10,15000,13000,3,156,10,3,115,5,1,1,5,0,0,1,1,1,2,0,14,12,8
"74",74,3,8581,34,5,7,2013,21,1,0,0,0,2,3,3,425,777,0,1,2,0,0,0,0,2,12000,0,5,250,2,0,0,0,0,0,0,0,0,1,3,5,0,1,10,0,8
"75",75,3,8359,34,5,7,2013,20,1,0,0,0,2,2,3,651,77,30,1,2,0,0,0,0,5,650,0,3,210,0,0,0,0,0,0,0,0,0,1,3,5,0,98,9,0,8
"76",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,3,3387,34,0,7,2013,43,1,39,1,11,1,1,3,0,0,0,1,1,770,907,5,5,2,0,16640,3,100,2,3,120,2,1,3,5,0,8,1,3,5,0,8,99,11,1
"80",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,3,4127,34,1,7,2013,24,1,23,2,1,2,1,1,913,617,0,5,1,0,0,5,40,0,43225,0,3,295,2,3,110,2,1,1,5,0,8,1,1,5,0,0,12,12,1
"85",85,3,7355,34,4,7,2013,52,1,41,0,0,1,2,4,0,0,0,5,1,460,847,5,2,2,0,9999998,3,159,3,5,147,2,1,1,5,0,8,1,1,5,0,98,12,12,5
"86",86,3,8696,34,6,7,2013,20,1,20,1,2,1,2,3,961,467,0,5,1,472,539,1,24,21,16640,0,4,160,3,4,130,3,1,1,5,0,0,1,1,5,0,0,12,12,8
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,3,866,32,0,10,2013,69,2,0,0,0,4,2,6,275,916,0,5,3,0,0,0,0,3,3600,0,3,200,4,0,0,0,0,0,0,0,0,2,1,1,3,8,15,0,2
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,3,7473,32,0,10,2013,49,2,0,1,3,5,2,1,202,789,0,5,3,0,0,0,0,5,21600,0,2,999,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"92",92,3,2351,32,0,10,2013,47,1,0,0,0,2,3,3,461,829,0,1,2,0,0,0,0,2,22100,0,2,150,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"93",93,3,6294,32,0,10,2013,66,1,51,0,0,1,3,4,0,0,0,5,1,0,0,5,20,10,0,0,4,240,7,4,185,5,2,3,5,0,8,2,1,1,2,8,14,11,1
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,3,6697,19,1,10,2013,37,1,0,0,0,2,4,5,394,77,0,1,2,0,0,0,0,22,1400,0,5,185,7,0,0,0,0,0,0,0,0,2,2,5,0,8,11,0,8
"96",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,3,6082,32,0,10,2013,46,1,42,1,7,1,2,1,2,539,0,5,1,305,538,5,20,15,48000,120000,1,195,8,2,160,4,2,1,1,5,8,2,1,1,4,8,16,17,1
"101",101,3,7423,32,4,10,2013,27,1,22,1,1,2,2,3,962,357,0,1,1,476,517,1,20,15,2000,6000,2,165,6,1,190,4,2,1,1,1,8,2,1,1,3,8,15,13,5
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,3,208,4,0,11,2013,94,2,0,0,0,3,3,6,0,0,0,5,3,0,0,0,0,0,0,0,3,150,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"104",104,3,155,4,0,11,2013,60,1,0,0,0,4,3,1,193,59,0,5,2,0,0,0,0,8,9999999,0,4,175,11,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2
"105",105,3,177,50,0,13,2013,84,1,82,0,0,1,1,4,0,0,0,5,1,0,0,5,12,8,0,0,3,165,7,5,120,2,1,1,5,0,8,1,3,5,0,1,10,12,1
"106",106,3,1002,50,0,13,2013,62,2,0,0,0,4,2,5,0,0,0,5,3,0,0,0,0,25,0,0,5,160,3,0,0,0,0,0,0,0,0,1,1,1,3,99,15,0,2
"107",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,3,1596,50,0,13,2013,64,1,61,0,0,1,2,4,0,0,0,5,1,0,0,5,14,7,0,0,2,205,0,2,144,11,1,1,1,1,1,1,1,1,2,8,14,13,1
"110",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,3,4715,50,0,13,2013,38,1,35,1,9,1,2,1,730,207,0,5,1,202,867,5,10,10,150000,3000,2,220,0,2,135,2,1,1,1,4,0,1,1,1,2,0,14,16,1
"112",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
